wavelength,n
4e-07,1.1
4.1e-07,1.33
4.2e-07,1.54
4.3e-07,1.66
4.4e-07,1.8
4.5e-07,1.87
4.6e-07,1.98
4.8e-07,2.08
5e-07,2.24
5.2e-07,2.28
5.3e-07,2.31
5.4e-07,2.35
5.5e-07,2.35
5.6e-07,2.32
5.7e-07,2.37
5.8e-07,2.38
5.9e-07,2.35
6e-07,2.3
6.2e-07,2.3
6.4e-07,2.31
6.6e-07,2.28
6.8e-07,2.26
7e-07,2.17
7.2e-07,2.14
7.4e-07,2.11
7.6e-07,2.02
7.8e-07,1.85
8e-07,1.69
8.2e-07,1.64
8.4e-07,1.6
8.5e-07,1.63
8.6e-07,1.51
8.8e-07,1.49
9e-07,1.47
9.2e-07,1.39
9.4e-07,1.31
9.5e-07,1.33
9.8e-07,1.24
1e-06,1.23
1.05e-06,1.1
1.1e-06,1.01
1.15e-06,0.97
1.2e-06,0.82
1.3e-06,0.78
1.4e-06,0.75
1.45e-06,0.62
1.5e-06,0.56
1.55e-06,0.45
1.6e-06,0.41
1.7e-06,0.41
1.75e-06,0.28
1.8e-06,0.28
1.85e-06,0.22
1.9e-06,0.23
1.95e-06,0.19
2e-06,0.18
2.05e-06,0.28
2.1e-06,0.4
2.15e-06,0.45
2.2e-06,0.63
2.25e-06,0.55
2.3e-06,0.48
2.35e-06,0.4
2.4e-06,0.34
2.45e-06,0.33
2.5e-06,0.3
2.55e-06,0.45
2.6e-06,0.83
2.75e-06,0.9
3e-06,1.1
3.3e-06,1.26
3.5e-06,1.53
4.22e-06,1.82
4.7e-06,2.04
5.9e-06,2.1
6.7e-06,3.4
8.2e-06,4.04
9.2e-06,4.99
