wavelength,n
2.36e-09,0.99581
3.16e-09,0.9954
4.47e-09,0.9931
6.76e-09,0.986
1.14e-08,0.9311
1.355e-08,0.898
1.714e-08,0.853
2.43e-08,0.911
2.563e-08,0.856
3.038e-08,0.792
3.27e-08,0.773
3.568e-08,0.727
3.793e-08,0.719
4.059e-08,0.757
4.478e-08,0.792
4.607e-08,0.767
4.895e-08,0.835
5.391e-08,0.887
5.843e-08,0.993
6.163e-08,1.135
6.714e-08,1.315
7.185e-08,1.13
7.359e-08,1.17
7.437e-08,1.17
8.345e-08,1.18
8.78e-08,1.24
9.198e-08,1.18
9.321e-08,1.19
9.888e-08,1.13
1.0258e-07,1.18
1.0482e-07,1.16
1.0667e-07,1.17
1.0857e-07,1.44
1.135e-07,1.19
1.2007e-07,1.33
1.2157e-07,1.34
