wavelength,k
1.88e-16,1.47
1.92e-16,1.5
1.95e-16,1.52
1.99e-16,1.55
2.03e-16,1.58
2.07e-16,1.61
2.12e-16,1.64
2.16e-16,1.67
2.21e-16,1.7
2.26e-16,1.73
2.31e-16,1.76
2.37e-16,1.79
2.43e-16,1.82
2.49e-16,1.86
2.55e-16,1.91
2.62e-16,1.94
2.69e-16,1.99
2.76e-16,2.03
2.84e-16,2.08
2.92e-16,2.14
3.01e-16,2.19
3.11e-16,2.25
3.2e-16,2.32
3.32e-16,2.38
3.42e-16,2.45
3.54e-16,2.51
3.68e-16,2.59
3.81e-16,2.67
3.97e-16,2.74
4.13e-16,2.82
4.31e-16,2.9
4.51e-16,2.98
4.71e-16,3.06
4.96e-16,3.14
5.21e-16,3.23
5.49e-16,3.33
5.82e-16,3.43
6.17e-16,3.54
6.59e-16,3.65
7.04e-16,3.78
7.56e-16,3.91
8.21e-16,4.03
8.92e-16,4.18
9.84e-16,4.35
1.088e-15,4.53
1.216e-15,4.74
1.393e-15,5.02
1.61e-15,5.41
1.937e-15,5.95
